
MONTH,ENTITY,PRODUCT_NAME,TOTAL_CUSTOMERS,CHURNED_CUSTOMERS,CHURN_RATE,MEDIAN_PRICE
2024-02-01,lending,loan,118,7,0.059322,115
2024-02-01,zervant,growth,188,12,0.063830,40
2024-02-01,zervant,pro,9269,770,0.083073,17
2024-02-01,zervant,starter,9991,675,0.067561,9
2024-03-01,advisor,advisor,62,7,0.112903,204
2024-03-01,billy,annual report,667,0,0.000000,20
2024-03-01,billy,premium,6622,719,0.108577,37
2024-03-01,billy,pro,1339,107,0.079910,27
2024-03-01,billy,subscription,9,1,0.111111,37
2024-03-01,lending,loan,111,15,0.135135,113
2024-03-01,zervant,growth,172,18,0.104651,40
2024-03-01,zervant,pro,8459,615,0.072704,17
2024-03-01,zervant,starter,9178,556,0.060580,9
2024-04-01,advisor,advisor,54,3,0.055556,200
2024-04-01,billy,annual report,548,0,0.000000,22
2024-04-01,billy,premium,5862,696,0.118731,37
2024-04-01,billy,pro,1198,107,0.089316,27
2024-04-01,billy,subscription,7,1,0.142857,37
2024-04-01,lending,loan,95,15,0.157895,117
2024-04-01,zervant,growth,154,15,0.097403,40
2024-04-01,zervant,pro,7821,698,0.089247,17
2024-04-01,zervant,starter,8511,603,0.070849,9
2024-05-01,advisor,advisor,50,5,0.100000,200
2024-05-01,billy,annual report,370,0,0.000000,22
2024-05-01,billy,premium,5125,644,0.125659,37
2024-05-01,billy,pro,1041,122,0.117195,27
2024-05-01,billy,subscription,6,0,0.000000,37
2024-05-01,lending,loan,75,5,0.066667,124
2024-05-01,zervant,growth,139,17,0.122302,40
2024-05-01,zervant,pro,7103,844,0.118823,17
2024-05-01,zervant,starter,7777,871,0.111997,9
2024-06-01,advisor,advisor,44,3,0.068182,200
2024-06-01,billy,annual report,109,0,0.000000,20
2024-06-01,billy,premium,4449,557,0.125197,37
2024-06-01,billy,pro,894,105,0.117450,27
2024-06-01,billy,subscription,6,1,0.166667,37
2024-06-01,lending,loan,70,9,0.128571,125
2024-06-01,zervant,growth,122,12,0.098361,40
2024-06-01,zervant,pro,6230,779,0.125040,17
2024-06-01,zervant,starter,6748,852,0.126260,9
2024-07-01,advisor,advisor,41,5,0.121951,198
2024-07-01,billy,annual report,84,0,0.000000,20
2024-07-01,billy,premium,3866,572,0.147957,37
2024-07-01,billy,pro,754,118,0.156499,27
2024-07-01,billy,subscription,5,3,0.600000,37
2024-07-01,lending,loan,60,5,0.083333,125
2024-07-01,zervant,growth,110,17,0.154545,40
2024-07-01,zervant,pro,5429,719,0.132437,17
2024-07-01,zervant,starter,5788,1021,0.176399,9
2024-08-01,advisor,advisor,35,11,0.314286,198
2024-08-01,billy,annual report,79,0,0.000000,20
2024-08-01,billy,premium,3267,661,0.202326,37
2024-08-01,billy,pro,603,110,0.182421,27
2024-08-01,billy,subscription,2,1,0.500000,37
2024-08-01,lending,loan,54,17,0.314815,125
2024-08-01,zervant,growth,92,15,0.163043,40
2024-08-01,zervant,pro,4695,911,0.194036,17
2024-08-01,zervant,starter,4700,1029,0.218936,9
2024-09-01,advisor,advisor,22,5,0.227273,188
2024-09-01,billy,annual report,73,0,0.000000,20
2024-09-01,billy,premium,2593,736,0.283841,37
2024-09-01,billy,pro,467,114,0.244111,27
2024-09-01,billy,subscription,1,1,1.000000,37
2024-09-01,lending,loan,35,6,0.171429,108
2024-09-01,zervant,growth,77,24,0.311688,40
2024-09-01,zervant,pro,3773,1025,0.271667,17
2024-09-01,zervant,starter,3592,1059,0.294822,9
2024-10-01,advisor,advisor,16,2,0.125000,120
2024-10-01,billy,annual report,71,0,0.000000,20
2024-10-01,billy,premium,1832,790,0.431223,37
2024-10-01,billy,pro,328,144,0.439024,27
2024-10-01,lending,loan,29,5,0.172414,101
2024-10-01,zervant,growth,53,27,0.509434,40
2024-10-01,zervant,pro,2733,1187,0.434321,17
2024-10-01,zervant,starter,2487,1029,0.413752,9
2024-11-01,advisor,advisor,12,4,0.333333,120
2024-11-01,billy,annual report,66,0,0.000000,20
2024-11-01,billy,premium,1023,858,0.838710,37
2024-11-01,billy,pro,166,146,0.879518,27
2024-11-01,lending,loan,24,8,0.333333,95
2024-11-01,zervant,growth,25,16,0.640000,40
2024-11-01,zervant,pro,1535,1351,0.880130,17
2024-11-01,zervant,starter,1430,1260,0.881119,9
2024-12-01,advisor,advisor,7,5,0.714286,146
2024-12-01,billy,annual report,29,0,0.000000,20
2024-12-01,billy,premium,153,153,1.000000,37
2024-12-01,billy,pro,15,15,1.000000,27
2024-12-01,lending,loan,16,8,0.500000,84
2024-12-01,zervant,growth,8,8,1.000000,40
2024-12-01,zervant,pro,175,175,1.000000,17
2024-12-01,zervant,starter,152,150,0.986842,9
2025-01-01,advisor,advisor,1,1,1.000000,497
2025-01-01,lending,loan,8,4,0.500000,76
2025-02-01,lending,loan,4,0,0.000000,76
2025-03-01,lending,loan,4,0,0.000000,76
2025-04-01,lending,loan,4,1,0.250000,76
2025-05-01,lending,loan,3,1,0.333333,80
2025-06-01,lending,loan,2,2,1.000000,103
